time,cpu
1/1/2023 0:00:00,29.743392900580968
1/1/2023 0:00:30,26.827092046425076
1/1/2023 0:01:00,30.079717592611193
1/1/2023 0:01:30,27.82256155182339
1/1/2023 0:02:00,33.67439769527635
1/1/2023 0:02:30,28.203201196423358
1/1/2023 0:03:00,26.151766436308858
1/1/2023 0:03:30,26.548552305062202
1/1/2023 0:04:00,30.273632407974066
1/1/2023 0:04:30,32.04432066642018
1/1/2023 0:05:00,29.52201253159455
1/1/2023 0:05:30,27.8571006852437
1/1/2023 0:06:00,28.71452696461551
1/1/2023 0:06:30,31.091908108374074
1/1/2023 0:07:00,28.235449231266387
1/1/2023 0:07:30,29.157500780853507
1/1/2023 0:08:00,27.004612337117024
1/1/2023 0:08:30,22.7444182605829
1/1/2023 0:09:00,30.435247007275958
1/1/2023 0:09:30,29.876063165711948
1/1/2023 0:10:00,26.846273389242118
1/1/2023 0:10:30,26.41848328686385
1/1/2023 0:11:00,31.22538214161051
1/1/2023 0:11:30,27.69880560590257
1/1/2023 0:12:00,26.625880944435323
1/1/2023 0:12:30,30.434834090663283
1/1/2023 0:13:00,28.094404178569693
1/1/2023 0:13:30,24.378613093015854
1/1/2023 0:14:00,24.264210949564518
1/1/2023 0:14:30,32.76808424330337
1/1/2023 0:15:00,26.220895286408435
1/1/2023 0:15:30,27.68540423836294
1/1/2023 0:16:00,26.039480277062612
1/1/2023 0:16:30,27.223842884171543
1/1/2023 0:17:00,34.298876385300616
1/1/2023 0:17:30,30.64164584720253
1/1/2023 0:18:00,32.17142554238281
1/1/2023 0:18:30,29.54969129580777
1/1/2023 0:19:00,28.319846628423644
1/1/2023 0:19:30,31.311810487822555
1/1/2023 0:20:00,26.835986525197143
1/1/2023 0:20:30,28.257300389304408
1/1/2023 0:21:00,26.81203878880276
1/1/2023 0:21:30,25.633429969409388
1/1/2023 0:22:00,31.23182890678416
1/1/2023 0:22:30,35.751681597145264
1/1/2023 0:23:00,27.437926518541673
1/1/2023 0:23:30,28.990813302809855
1/1/2023 0:24:00,30.578609108590964
1/1/2023 0:24:30,32.34017294423482
1/1/2023 0:25:00,22.558858022141276
1/1/2023 0:25:30,28.435415360560558
1/1/2023 0:26:00,23.414855325025183
1/1/2023 0:26:30,27.054512875413156
1/1/2023 0:27:00,25.690099314410276
1/1/2023 0:27:30,31.551715447165847
1/1/2023 0:28:00,25.350625544902133
1/1/2023 0:28:30,30.61467025931143
1/1/2023 0:29:00,33.49881261134043
1/1/2023 0:29:30,23.368985050750602
1/1/2023 0:30:00,25.58491840079704
1/1/2023 0:30:30,31.991144436538363
1/1/2023 0:31:00,35.11779203509043
1/1/2023 0:31:30,32.05878218190017
1/1/2023 0:32:00,29.672495145074798
1/1/2023 0:32:30,32.43573590876983
1/1/2023 0:33:00,29.972609952608607
1/1/2023 0:33:30,28.4977082186908
1/1/2023 0:34:00,34.333411198236625
1/1/2023 0:34:30,32.17372551385862
1/1/2023 0:35:00,31.576512293928523
1/1/2023 0:35:30,27.578238536329298
1/1/2023 0:36:00,32.02040674160943
1/1/2023 0:36:30,30.61620876759904
1/1/2023 0:37:00,27.36822359576936
1/1/2023 0:37:30,29.979115523271616
1/1/2023 0:38:00,33.2563805903208
1/1/2023 0:38:30,25.78131798750627
1/1/2023 0:39:00,27.147467463150086
1/1/2023 0:39:30,21.402189341439666
1/1/2023 0:40:00,27.50318120638694
1/1/2023 0:40:30,30.097838465466126
1/1/2023 0:41:00,26.820141649290296
1/1/2023 0:41:30,30.89050611755053
1/1/2023 0:42:00,26.65220689889865
1/1/2023 0:42:30,30.007823389493165
1/1/2023 0:43:00,28.5293801779533
1/1/2023 0:43:30,30.599726775440487
1/1/2023 0:44:00,29.56870769967233
1/1/2023 0:44:30,24.84250327547887
1/1/2023 0:45:00,29.476587655759865
1/1/2023 0:45:30,27.730127296225103
1/1/2023 0:46:00,31.645987617508617
1/1/2023 0:46:30,27.52540581450592
1/1/2023 0:47:00,27.552074526207296
1/1/2023 0:47:30,27.69904652997959
1/1/2023 0:48:00,30.987203140816547
1/1/2023 0:48:30,29.349745456222607
1/1/2023 0:49:00,27.984961903845218
1/1/2023 0:49:30,29.86360202356559
1/1/2023 0:50:00,28.069290949779067
1/1/2023 0:50:30,27.121409212455305
1/1/2023 0:51:00,29.939734983809757
1/1/2023 0:51:30,27.55483040591188
1/1/2023 0:52:00,32.791367349832136
1/1/2023 0:52:30,32.979474612282374
1/1/2023 0:53:00,29.629236000611378
1/1/2023 0:53:30,27.12752666031299
1/1/2023 0:54:00,26.913651976405802
1/1/2023 0:54:30,29.946927384084727
1/1/2023 0:55:00,37.91118608288432
1/1/2023 0:55:30,31.899488029180926
1/1/2023 0:56:00,32.780706167399565
1/1/2023 0:56:30,32.09531376019964
1/1/2023 0:57:00,31.288877228852744
1/1/2023 0:57:30,28.56026570111189
1/1/2023 0:58:00,28.442991871331305
1/1/2023 0:58:30,23.917524589723826
1/1/2023 0:59:00,31.674081810048463
1/1/2023 0:59:30,33.67576617833423
1/1/2023 1:00:00,29.44849501674976
1/1/2023 1:00:30,30.932692709272214
1/1/2023 1:01:00,27.315692920597673
1/1/2023 1:01:30,29.152947483884976
1/1/2023 1:02:00,35.18189157475013
1/1/2023 1:02:30,32.74978712179631
1/1/2023 1:03:00,26.032694201953188
1/1/2023 1:03:30,28.46720370983794
1/1/2023 1:04:00,27.706874568455486
1/1/2023 1:04:30,27.32965792961023
1/1/2023 1:05:00,27.57453484773587
1/1/2023 1:05:30,31.914670139542032
1/1/2023 1:06:00,27.93694306062782
1/1/2023 1:06:30,34.36920045073224
1/1/2023 1:07:00,30.43210060875031
1/1/2023 1:07:30,29.724008322971233
1/1/2023 1:08:00,34.53341488704569
1/1/2023 1:08:30,26.68352567114729
1/1/2023 1:09:00,20.467033289304382
1/1/2023 1:09:30,31.684904819500886
1/1/2023 1:10:00,36.74104528244782
1/1/2023 1:10:30,30.723258692652948
1/1/2023 1:11:00,31.07384417629488
1/1/2023 1:11:30,34.956815792179626
1/1/2023 1:12:00,31.76767106829105
1/1/2023 1:12:30,27.24935783271374
1/1/2023 1:13:00,30.198211354650237
1/1/2023 1:13:30,31.91273903728705
1/1/2023 1:14:00,26.720874187232823
1/1/2023 1:14:30,31.164782495499175
1/1/2023 1:15:00,31.410769388845097
1/1/2023 1:15:30,28.345935231675416
1/1/2023 1:16:00,32.98540696840552
1/1/2023 1:16:30,28.721628946201296
1/1/2023 1:17:00,29.905884480114995
1/1/2023 1:17:30,32.79819935823841
1/1/2023 1:18:00,29.40638628481863
1/1/2023 1:18:30,29.883315167604486
1/1/2023 1:19:00,29.69985712146537
1/1/2023 1:19:30,26.42910483125623
1/1/2023 1:20:00,27.33006595370338
1/1/2023 1:20:30,29.451897803256955
1/1/2023 1:21:00,31.187658927084986
1/1/2023 1:21:30,24.68108438386419
1/1/2023 1:22:00,27.489009078907603
1/1/2023 1:22:30,26.54830298766104
1/1/2023 1:23:00,28.17092473622616
1/1/2023 1:23:30,29.53617232999396
1/1/2023 1:24:00,34.56077906451565
1/1/2023 1:24:30,28.914026440170193
1/1/2023 1:25:00,50.016953032347914
1/1/2023 1:25:30,29.859948889472243
1/1/2023 1:26:00,39.93048728789716
1/1/2023 1:26:30,31.25758165237283
1/1/2023 1:27:00,27.81015094934995
1/1/2023 1:27:30,27.901648507176944
1/1/2023 1:28:00,28.29959240135643
1/1/2023 1:28:30,26.434768845884495
1/1/2023 1:29:00,33.03593329676952
1/1/2023 1:29:30,31.908968994168674
1/1/2023 1:30:00,31.059821265254538
1/1/2023 1:30:30,30.73800846278852
1/1/2023 1:31:00,33.16747061859145
1/1/2023 1:31:30,28.70689701194903
1/1/2023 1:32:00,28.664167601019805
1/1/2023 1:32:30,28.707672812220412
1/1/2023 1:33:00,29.721167010536256
1/1/2023 1:33:30,30.856820284603288
1/1/2023 1:34:00,30.564810176411253
1/1/2023 1:34:30,26.916232365221358
1/1/2023 1:35:00,31.293856103233953
1/1/2023 1:35:30,26.784645375451067
1/1/2023 1:36:00,31.726337020921473
1/1/2023 1:36:30,26.967737691466578
1/1/2023 1:37:00,33.040443305170534
1/1/2023 1:37:30,31.526072612838604
1/1/2023 1:38:00,26.59561358291945
1/1/2023 1:38:30,34.25268136920619
1/1/2023 1:39:00,32.72111617177305
1/1/2023 1:39:30,30.063025252356518
1/1/2023 1:40:00,34.96732561670516
1/1/2023 1:40:30,27.024175888852405
1/1/2023 1:41:00,28.833949641466464
1/1/2023 1:41:30,31.133677746618417
1/1/2023 1:42:00,29.571988731011736
1/1/2023 1:42:30,37.605159766409265
1/1/2023 1:43:00,30.354409595220954
1/1/2023 1:43:30,33.80718478408271
1/1/2023 1:44:00,36.66146181823444
1/1/2023 1:44:30,29.984038351710016
1/1/2023 1:45:00,27.421981398566917
1/1/2023 1:45:30,30.785299092758144
1/1/2023 1:46:00,36.47224867693403
1/1/2023 1:46:30,28.428192139982823
1/1/2023 1:47:00,29.931270401123165
1/1/2023 1:47:30,36.284301655353076
1/1/2023 1:48:00,33.38177932762737
1/1/2023 1:48:30,29.54567199995564
1/1/2023 1:49:00,27.712465362636635
1/1/2023 1:49:30,28.399756529789485
1/1/2023 1:50:00,34.03640836044044
1/1/2023 1:50:30,33.861229905822476
1/1/2023 1:51:00,27.526209878501373
1/1/2023 1:51:30,31.942714669145033
1/1/2023 1:52:00,34.27936093798378
1/1/2023 1:52:30,34.207790047963584
1/1/2023 1:53:00,32.216902785572756
1/1/2023 1:53:30,28.631667904000164
1/1/2023 1:54:00,28.12529519142024
1/1/2023 1:54:30,31.262419456537646
1/1/2023 1:55:00,28.750903786437636
1/1/2023 1:55:30,25.498938890362336
1/1/2023 1:56:00,34.24998901321582
1/1/2023 1:56:30,32.06639666669352
1/1/2023 1:57:00,27.396345947589843
1/1/2023 1:57:30,32.96670625654193
1/1/2023 1:58:00,27.519779852944026
1/1/2023 1:58:30,25.519508533528384
1/1/2023 1:59:00,25.62505310715881
1/1/2023 1:59:30,28.8243977762262
1/1/2023 2:00:00,31.348026424596238
1/1/2023 2:00:30,31.060291287748143
1/1/2023 2:01:00,33.269935919527626
1/1/2023 2:01:30,28.891558655443816
1/1/2023 2:02:00,31.765531726923538
1/1/2023 2:02:30,33.940050663185595
1/1/2023 2:03:00,29.91747840483945
1/1/2023 2:03:30,32.125603402962064
1/1/2023 2:04:00,27.162854657188085
1/1/2023 2:04:30,30.44723767180641
